,Date/Time,temp_amb,Environment:Site Wind Speed [m/s](TimeStep),solar,occ,LIVING_UNIT1:Space People Occupant Count [](TimeStep),temp_room,Int_cov,Sur_cov,LIVING_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),Eng_stg,LIVING_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),heating,cooling,LIVING_UNIT1:Zone Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep) ,Time,day_sin,day_cos,phvac
2023-07-30 08:15:00, 07/30  08:30:00,76.55,4.35,174.0,1.22583,1.22583,74.93016655218821,156.45994670566822,412.20979600076384,0.0,0.0,0.0,0.0,558.7319800590882,0.0,24.53539876957263,0.0,921.2258599666736,0.0,0.0,-580.3534619869519,0.0,333.2797551961432,0.0,19.03074011125093,0.0,7.277349706674586,0.0,0.0,0.0,0.0,7.27232452347006,0.0,0.0,0.0,23.850092528993446,21.0,24.0,0.0,580.353461986952,24.53539876957263,21.0,24.0,0.0,0.0,19.03074011125093,21.0,24.0,2023-07-30 08:15:00,0.8314696123025455,-0.555570233019602,0.0
2023-07-30 08:30:00, 07/30  08:45:00,77.31500000000001,4.225,227.0,1.22583,1.22583,75.73695403082584,153.35468639445276,380.5010218563477,0.0,0.0,0.0,0.0,531.7211443457187,0.0,27.798929588427207,0.0,477.99036760378607,0.0,0.0,0.0,0.0,483.9919327336013,0.0,19.09093051751335,0.0,8.917286445128838,0.0,0.0,0.0,0.0,8.952188298120783,0.0,0.0,0.0,24.29830779490323,20.999999999999982,24.0,0.0,0.0,27.7989295884272,20.999999999999982,24.0,0.0,0.0,19.09093051751334,20.999999999999982,24.0,2023-07-30 08:30:00,0.7933533402912354,-0.6087614290087203,0.0
2023-07-30 08:45:00, 07/30  09:00:00,78.08,4.1,280.0,1.22583,1.22583,76.43105121296347,150.8073061721469,384.5070178757529,0.0,0.0,0.0,0.0,512.8664812874459,0.0,27.79494180305726,0.0,820.38097123586,0.0,0.0,-744.3432053643573,0.0,130.8464480767689,0.0,19.15808273878552,0.0,11.425729061532532,0.0,0.0,0.0,0.0,11.335827868505676,0.0,0.0,0.0,24.68391734053526,21.0,24.0,0.0,744.3432053643575,27.79494180305726,21.0,24.0,0.0,0.0,19.15808273878552,21.0,24.0,2023-07-30 08:45:00,0.7518398074789777,-0.6593458151000685,0.0
2023-07-30 09:00:00, 07/30  09:15:00,78.305,4.225,333.0,0.72567,0.72567,76.42600609459082,104.08370379874074,610.7365637058492,0.0,0.0,-598.197593404276,0.0,152.73380077910926,0.0,27.529635968704618,0.0,2223.4140399759244,0.0,0.0,-2192.986485588205,0.0,-28.634087656136018,0.0,19.23255058083864,0.0,14.036343456720632,0.0,0.0,0.0,0.0,12.911841755294072,0.0,0.0,598.2381790263562,24.6811144969949,21.0,24.0,0.0,2192.9864855882056,27.529635968704618,21.0,24.0,0.0,0.0,19.23255058083864,21.0,24.0,2023-07-30 09:00:00,0.7071067811865476,-0.7071067811865475,-598.2381790263562
2023-07-30 09:15:00, 07/30  09:30:00,78.53,4.35,386.0,0.72567,0.72567,77.38908883921914,104.8387968320194,502.39197457606105,0.0,0.0,0.0,0.0,555.140445769407,0.0,26.527863344725368,0.0,3287.9340259518594,0.0,0.0,-3402.97829412993,0.0,-125.34249647616208,0.0,19.3249781048988,0.0,14.479197180710631,0.0,0.0,0.0,0.0,14.716658988825715,0.0,0.0,0.0,25.216160466232857,21.0,24.0,0.0,3402.978294129931,26.527863344725368,21.0,24.0,0.0,0.0,19.3249781048988,21.0,24.0,2023-07-30 09:15:00,0.659345815100069,-0.7518398074789773,0.0
2023-07-30 09:30:00, 07/30  09:45:00,78.755,4.475,348.0,0.72567,0.72567,78.15838125876755,101.94553395444213,424.8847484654352,0.0,0.0,0.0,0.0,526.8146452809699,0.0,28.76935527181592,0.0,2632.304449815705,0.0,0.0,-2380.099754186382,0.0,243.82140386562256,0.0,19.421003750921567,0.0,14.137580176494252,0.0,0.0,0.0,0.0,14.455128624399867,0.0,0.0,0.0,25.64354514375979,21.00000000000003,24.00000000000004,0.0,2380.0997541863826,28.769355271815968,21.00000000000003,24.00000000000004,0.0,0.0,19.4210037509216,21.00000000000003,24.00000000000004,2023-07-30 09:30:00,0.6087614290087209,-0.793353340291235,0.0
2023-07-30 09:45:00, 07/30  10:00:00,78.98,4.6,310.0,0.72567,0.72567,78.8590797126394,100.43333305937036,429.511064115146,0.0,0.0,0.0,0.0,506.89534712179136,0.0,27.70799469048164,0.0,3615.959601438363,0.0,0.0,-3699.844196120044,0.0,-47.44129874411297,0.0,19.51359979027889,0.0,15.47537025215775,0.0,0.0,0.0,0.0,15.829866336163484,0.0,0.0,0.0,26.03282206257744,21.0,24.0,0.0,3699.844196120044,27.70799469048164,21.0,24.0,0.0,0.0,19.51359979027889,21.0,24.0,2023-07-30 09:45:00,0.5555702330196025,-0.831469612302545,0.0
2023-07-30 10:00:00, 07/30  10:15:00,78.98,4.75,272.0,0.72567,0.72567,78.82625345525801,100.3439641686831,660.9649299935382,0.0,0.0,-666.5292499749703,0.0,139.21832674922808,0.0,28.322335373966183,0.0,3969.9060475321367,0.0,0.0,-3854.3836054728167,0.0,17.90402923985579,0.0,19.60384470291951,0.0,17.22024699344602,0.0,0.0,0.0,0.0,16.128234144674785,0.0,0.0,666.5808098617977,26.014585252921123,21.0,24.0,0.0,3854.3836054728167,28.322335373966183,21.0,24.0,0.0,0.0,19.60384470291951,21.0,24.0,2023-07-30 10:00:00,0.5000000000000003,-0.8660254037844385,-666.5808098617977
2023-07-30 10:15:00, 07/30  10:30:00,78.98,4.9,234.0,0.72567,0.72567,79.88478574574498,101.21655837259348,513.4510055869256,0.0,0.0,0.0,0.0,482.6330763480969,0.0,28.816419971839103,0.0,4006.952765161229,0.0,0.0,-3978.672202953441,0.0,45.520712152469216,0.0,19.740951429252767,0.0,9.003462936175161,0.0,0.0,0.0,0.0,10.947423393904938,0.0,0.0,0.0,26.602658747636102,21.0,24.0,0.0,3978.672202953441,28.816419971839103,21.0,24.0,0.0,0.0,19.740951429252767,21.0,24.0,2023-07-30 10:15:00,0.4422886902190017,-0.8968727415326881,0.0
2023-07-30 10:30:00, 07/30  10:45:00,78.98,5.050000000000001,341.0,0.72567,0.72567,80.55830606550478,98.392986754154,450.3870619181399,0.0,0.0,0.0,0.0,538.4351682197855,0.0,29.30874247230801,0.0,4165.013251472434,0.0,0.0,-4102.517539065646,0.0,76.35934211154304,0.0,19.81332455240464,0.0,13.18940407242324,0.0,0.0,0.0,0.0,14.539586661033118,0.0,0.0,0.0,26.97683670305821,21.0,24.0,0.0,4102.517539065646,29.30874247230801,21.0,24.0,0.0,0.0,19.81332455240464,21.0,24.0,2023-07-30 10:30:00,0.3826834323650899,-0.9238795325112868,0.0
2023-07-30 10:45:00, 07/30  11:00:00,78.98,5.2,448.0,0.72567,0.72567,81.16199378543494,96.70180562457428,441.5900236023069,0.0,0.0,0.0,0.0,451.5788260538584,0.0,29.286053084832027,0.0,4610.313281709777,0.0,0.0,-4599.916494370405,0.0,24.709965802913064,0.0,19.893519137119576,0.0,16.007089383969998,0.0,0.0,0.0,0.0,13.817966359742176,0.0,0.0,0.0,27.31221876968608,21.0,24.0,0.0,4599.916494370405,29.286053084832027,21.0,24.0,0.0,0.0,19.893519137119576,21.0,24.0,2023-07-30 10:45:00,0.3214394653031617,-0.9469301294951056,0.0
2023-07-30 11:00:00, 07/30  11:15:00,78.98,5.325,555.0,0.72567,0.72567,82.3483716885211,95.748531300386,236.88480376737405,0.0,0.0,0.0,0.0,388.0253802629196,0.0,29.78228676079176,0.0,4785.81246953236,0.0,0.0,-4724.745699476598,0.0,55.734953142266754,0.0,20.014800488780047,0.0,7.845721336417281,0.0,0.0,0.0,0.0,9.686031762008309,0.0,0.0,0.0,27.971317604733947,21.0,24.0,0.0,4724.745699476598,29.78228676079176,21.0,24.0,0.0,0.0,20.014800488780047,21.0,24.0,2023-07-30 11:00:00,0.258819045102521,-0.9659258262890682,0.0
2023-07-30 11:15:00, 07/30  11:30:00,78.98,5.45,662.0,0.72567,0.72567,83.10565177085243,93.33701029074162,110.52233232602032,0.0,0.0,0.0,0.0,233.51173524938133,0.0,30.348424179247548,0.0,4920.134328576083,0.0,0.0,-4867.159419766802,0.0,54.89082529325234,0.0,20.093237289823243,0.0,6.665612091083142,0.0,0.0,0.0,0.0,6.709998907368719,0.0,0.0,0.0,28.392028761584683,21.0,24.0,0.0,4867.159419766802,30.348424179247548,21.0,24.0,0.0,0.0,20.093237289823243,21.0,24.0,2023-07-30 11:15:00,0.1950903220161286,-0.9807852804032304,0.0
2023-07-30 11:30:00, 07/30  11:45:00,78.98,5.575,640.5,0.72567,0.72567,82.71616121012183,91.85555086343813,362.7620114796389,0.0,0.0,-879.9006334066248,0.0,-275.1527276194521,0.0,30.84932093276686,0.0,5041.468340462983,0.0,0.0,-4993.161637292971,0.0,48.36007200094762,0.0,20.16346291319217,0.0,6.412199736659128,0.0,0.0,0.0,0.0,6.372343314877781,0.0,0.0,879.9150025446088,28.175645116734344,21.0,24.0,0.0,4993.161637292971,30.84932093276686,21.0,24.0,0.0,0.0,20.16346291319217,21.0,24.0,2023-07-30 11:30:00,0.130526192220052,-0.9914448613738104,-879.9150025446088
2023-07-30 11:45:00, 07/30  12:00:00,78.98,5.7,619.0,0.72567,0.72567,82.17760485971614,93.59759124611102,671.4661130870778,0.0,0.0,-864.4097574685989,0.0,-191.0553526043216,0.0,31.119474117731425,0.0,5070.920460331992,0.0,0.0,-5061.119555043739,0.0,26.563110947683608,0.0,20.22373688798115,0.0,4.988989195868943,0.0,0.0,0.0,0.0,5.494709990919204,0.0,0.0,864.5280327366303,27.876447144286743,21.0,24.0,0.0,5061.119555043739,31.119474117731425,21.0,24.0,0.0,0.0,20.22373688798115,21.0,24.0,2023-07-30 11:45:00,0.0654031292301435,-0.9978589232386036,-864.5280327366303
2023-07-30 12:00:00, 07/30  12:15:00,79.47500000000001,5.825,597.5,0.72567,0.72567,82.06365532590151,93.40980327560176,870.4614699111124,0.0,0.0,-860.9684538034494,0.0,-40.42152422768693,0.0,31.145241431829643,0.0,5057.675550804392,0.0,0.0,-5067.60140722836,0.0,2.5327648194729906,0.0,20.27244028308619,0.0,3.8623691232501898,0.0,0.0,0.0,0.0,4.43808621670651,0.0,0.0,861.1672671753964,27.81314184772306,21.0,24.0,0.0,5067.60140722836,31.145241431829643,21.0,24.0,0.0,0.0,20.27244028308619,21.0,24.0,2023-07-30 12:00:00,1.2246467991473532e-16,-1.0,-861.1672671753964
2023-07-30 12:15:00, 07/30  12:30:00,79.97,5.95,576.0,0.72567,0.72567,82.30004667156867,93.66142476738555,911.2110626152744,0.0,0.0,-867.491205882612,0.0,83.79590861862614,0.0,31.017169481921364,0.0,5018.206035533887,0.0,0.0,-5035.384489115072,0.0,-12.590882773158912,0.0,20.31097853279985,0.0,3.090574085648452,0.0,0.0,0.0,0.0,3.5104684013080374,0.0,0.0,867.6935334139542,27.9444703730937,21.0,24.0,0.0,5035.384489115072,31.017169481921364,21.0,24.0,0.0,0.0,20.31097853279985,21.0,24.0,2023-07-30 12:15:00,-0.0654031292301428,-0.9978589232386036,-867.6935334139542
2023-07-30 12:30:00, 07/30  12:45:00,80.465,6.075,565.25,0.72567,0.72567,82.65650439058275,93.13872348954344,904.8897775366976,0.0,0.0,-877.4311355061478,0.0,126.23932300458576,0.0,30.835583032453723,0.0,4972.515232632423,0.0,0.0,-4989.705823512093,0.0,-17.85823523858306,0.0,20.345428690377247,0.0,3.135641125188048,0.0,0.0,0.0,0.0,3.1369450330441646,0.0,0.0,877.6296800903235,28.14250243921264,21.0,24.0,0.0,4989.705823512093,30.835583032453723,21.0,24.0,0.0,0.0,20.345428690377247,21.0,24.0,2023-07-30 12:30:00,-0.1305261922200513,-0.9914448613738104,-877.6296800903235
2023-07-30 12:45:00, 07/30  13:00:00,80.96,6.2,554.5,0.72567,0.72567,83.02576927411714,92.34538209888098,915.9374864597957,0.0,0.0,-887.7434954429827,0.0,130.65040339943167,0.0,30.67122411656516,0.0,4935.366186043051,0.0,0.0,-4948.360800357818,0.0,-16.168763793396185,0.0,20.380387180160746,0.0,3.34506931006024,0.0,0.0,0.0,0.0,3.182073457754985,0.0,0.0,887.9314987994383,28.347649596731745,21.0,24.0,0.0,4948.360800357818,30.67122411656516,21.0,24.0,0.0,0.0,20.380387180160746,21.0,24.0,2023-07-30 12:45:00,-0.1950903220161279,-0.9807852804032304,-887.9314987994383
2023-07-30 13:00:00, 07/30  13:15:00,80.96,6.2,543.75,0.72567,0.72567,81.6426470310075,93.20141587555628,1648.1640533754182,0.0,0.0,-2544.33192185224,0.0,-686.9293255423217,0.0,30.541635980844426,0.0,4899.077420174682,0.0,0.0,-4915.762480741709,0.0,-21.09650328303289,0.0,20.411628167975465,0.0,5.089607487731903,0.0,0.0,0.0,0.0,5.332090906891376,0.0,0.0,2544.860430861874,27.57924835055972,21.0,24.0,0.0,4915.762480741709,30.541635980844426,21.0,24.0,0.0,0.0,20.411628167975465,21.0,24.0,2023-07-30 13:00:00,-0.2588190451025203,-0.9659258262890684,-2544.860430861874
2023-07-30 13:15:00, 07/30  13:30:00,80.96,6.2,533.0,0.72567,0.72567,82.15093767119873,97.73688497219106,1712.2973419236569,0.0,0.0,-862.3076779135869,0.0,180.11458333528228,0.0,30.412461991865865,0.0,4869.447387789212,0.0,0.0,-4883.268341093884,0.0,-12.71828821224384,0.0,20.454232321990908,0.0,4.851970874070581,0.0,0.0,0.0,0.0,3.87703962850769,0.0,0.0,862.3317269578147,27.86163203955485,21.0,24.0,0.0,4883.268341093884,30.412461991865865,21.0,24.0,0.0,0.0,20.454232321990908,21.0,24.0,2023-07-30 13:15:00,-0.3214394653031611,-0.9469301294951058,-862.3317269578147
2023-07-30 13:30:00, 07/30  13:45:00,80.96,6.2,524.25,0.72567,0.72567,82.98837159916434,95.15315981273234,1345.3389243659171,0.0,0.0,-886.072009931368,0.0,523.0267971290414,0.0,30.2923253585312,0.0,4837.921652284795,0.0,0.0,-4853.047577832913,0.0,-18.75476359631642,0.0,20.49332817739903,0.0,6.3479663506212844,0.0,0.0,0.0,0.0,6.631199344025654,0.0,0.0,886.0969912984729,28.32687311064685,21.0,24.0,0.0,4853.047577832913,30.2923253585312,21.0,24.0,0.0,0.0,20.49332817739903,21.0,24.0,2023-07-30 13:30:00,-0.3826834323650892,-0.923879532511287,-886.0969912984729
2023-07-30 13:45:00, 07/30  14:00:00,80.96,6.2,515.5,0.72567,0.72567,83.52423769980666,92.2193672234768,1251.3489518539604,0.0,0.0,-901.2643059397428,0.0,440.87031577103227,0.0,30.172068632241505,0.0,4804.370638697588,0.0,0.0,-4822.796604796102,0.0,-20.900950783627373,0.0,20.532879435089548,0.0,7.338331512804626,0.0,0.0,0.0,0.0,6.906396006181845,0.0,0.0,901.2924245343206,28.62457649989259,21.0,24.0,0.0,4822.796604796101,30.172068632241505,21.0,24.0,0.0,0.0,20.532879435089548,21.0,24.0,2023-07-30 13:45:00,-0.4422886902190011,-0.8968727415326884,-901.2924245343206
2023-07-30 14:00:00, 07/30  14:15:00,80.24000000000001,6.325,506.75,0.72567,0.72567,82.85697431139673,94.24190500071887,1768.7888666418785,0.0,0.0,-2645.9376042867343,0.0,-493.8395805671578,0.0,30.004129690589544,0.0,4764.7203310336845,0.0,0.0,-4780.551014445456,0.0,-15.83062512109576,0.0,20.59396126179959,0.0,4.276719364652665,0.0,0.0,0.0,0.0,4.979611431342444,0.0,0.0,2646.1398359419463,28.253874617442627,21.0,24.0,0.0,4780.551014445456,30.004129690589544,21.0,24.0,0.0,0.0,20.59396126179959,21.0,24.0,2023-07-30 14:00:00,-0.4999999999999997,-0.8660254037844388,-2646.1398359419463
2023-07-30 14:15:00, 07/30  14:30:00,79.52,6.45,498.0,0.72567,0.72567,81.9698291206719,97.39084672919157,2531.663587555574,0.0,0.0,-2568.9333105425435,0.0,-169.63468466888656,0.0,29.77995082100322,0.0,4700.116107195162,0.0,0.0,-4724.158086178457,0.0,-23.45573028933712,0.0,20.63877600433545,0.0,3.964879848952494,0.0,0.0,0.0,0.0,3.938397687721357,0.0,0.0,2569.156054383829,27.76101617815106,21.0,24.0,0.0,4724.158086178457,29.77995082100322,21.0,24.0,0.0,0.0,20.63877600433545,21.0,24.0,2023-07-30 14:15:00,-0.555570233019602,-0.8314696123025455,-2569.156054383829
2023-07-30 14:30:00, 07/30  14:45:00,78.80000000000001,6.575,466.5,0.72567,0.72567,83.57586610463818,98.44918945552033,1672.4863305160077,0.0,0.0,-901.937230748838,0.0,716.803644239726,0.0,29.430878334788257,0.0,4594.642427514942,0.0,0.0,-4636.347759935721,0.0,-49.2830281926244,0.0,20.672728460014696,0.0,5.64526621303632,0.0,0.0,0.0,0.0,6.027047397473335,0.0,0.0,901.933257921038,28.65325894702121,21.0,24.0,0.0,4636.347759935721,29.430878334788257,21.0,24.0,0.0,0.0,20.672728460014696,21.0,24.0,2023-07-30 14:30:00,-0.6087614290087203,-0.7933533402912354,-901.933257921038
2023-07-30 14:45:00, 07/30  15:00:00,78.08,6.7,435.0,0.72567,0.72567,82.64867276943636,93.14307471706698,1989.7176021614248,0.0,0.0,-2626.414072311953,0.0,-119.35810810631187,0.0,28.901587388482007,0.0,4429.694694434544,0.0,0.0,-4503.2028902943575,0.0,-82.27155867084626,0.0,20.7027992627115,0.0,5.879838409515424,0.0,0.0,0.0,0.0,5.489311152000028,0.0,0.0,2626.7448328851965,28.13815153857575,21.0,24.0,0.0,4503.2028902943575,28.901587388482007,21.0,24.0,0.0,0.0,20.7027992627115,21.0,24.0,2023-07-30 14:45:00,-0.6593458151000685,-0.7518398074789777,-2626.7448328851965
2023-07-30 15:00:00, 07/30  15:15:00,78.305,6.95,403.5,0.72567,0.72567,82.57697456864662,106.70855651626547,2388.822083637448,0.0,0.0,-2619.835112610833,0.0,-173.12648002020825,0.0,28.20694701873488,0.0,4243.684417532009,0.0,0.0,-4328.463832082512,0.0,-101.57093558653574,0.0,20.729290526941867,0.0,4.302716196293355,0.0,0.0,0.0,0.0,4.52293195673653,0.0,0.0,2620.108393464194,28.09831920480368,21.0,24.0,0.0,4328.463832082512,28.20694701873488,21.0,24.0,0.0,0.0,20.729290526941867,21.0,24.0,2023-07-30 15:00:00,-0.7071067811865471,-0.7071067811865479,-2620.108393464194
2023-07-30 15:15:00, 07/30  15:30:00,78.53,7.2,372.0,0.72567,0.72567,82.34528068435023,106.63583194947324,2434.243176125852,0.0,0.0,-2599.161880851236,0.0,-59.82657466678371,0.0,27.427329584224875,0.0,4053.73292312353,0.0,0.0,-4132.348515143178,0.0,-75.51867454857069,0.0,20.751869093733223,0.0,0.8460637307195769,0.0,0.0,0.0,0.0,1.0593127956643902,0.0,0.0,2599.3351701108422,27.96960038019457,21.0,24.0,0.0,4132.348515143178,27.427329584224875,21.0,24.0,0.0,0.0,20.751869093733223,21.0,24.0,2023-07-30 15:15:00,-0.7518398074789773,-0.6593458151000691,-2599.3351701108422
2023-07-30 15:30:00, 07/30  15:45:00,78.755,7.45,339.5,0.72567,0.72567,80.81960060801906,107.0112194133282,3166.1470345411194,0.0,0.0,-4113.929787421012,0.0,-768.2413473181416,0.0,26.610894459915848,0.0,3845.408258581857,0.0,0.0,-3926.971587849469,0.0,-82.13961162499413,0.0,20.75438852204354,0.0,-0.0220443338531547,0.0,0.0,0.0,0.0,0.0054045052293843,0.0,0.0,4114.061667768285,27.122000337788364,21.0,24.0,0.0,3926.971587849469,26.610894459915848,21.0,24.0,0.0,0.0,20.75438852204354,21.0,24.0,2023-07-30 15:30:00,-0.7933533402912349,-0.6087614290087209,-4114.061667768285
2023-07-30 15:45:00, 07/30  16:00:00,78.98,7.7,307.0,0.72567,0.72567,82.29759217814936,111.69645221238892,2153.2123012905945,0.0,0.0,-864.5074407018913,0.0,1173.6492685165356,0.0,27.619523138516,0.0,2635.018410146834,0.0,0.0,-2508.4172596056733,0.0,140.13719600749477,0.0,20.74583934556823,0.0,-1.1582735612980255,0.0,0.0,0.0,0.0,-1.0853584134559529,0.0,0.0,864.5155741602201,27.94310676563853,21.0,24.0,0.0,2508.4172596056733,27.619523138516,21.0,24.0,0.0,0.0,20.74583934556823,21.0,24.0,2023-07-30 15:45:00,-0.8314696123025448,-0.555570233019603,-864.5155741602201
2023-07-30 16:00:00, 07/30  16:15:00,79.25,7.7,274.5,0.8849400000000001,0.8849400000000001,81.94485702917149,139.3952666037331,1983.7384264975817,0.0,0.0,-2257.278518121346,0.0,-86.06980684553712,0.0,25.772060120088423,0.0,3011.6451511387045,0.0,0.0,-3212.8535196158714,0.0,-194.8627101617309,0.0,20.72669476954679,0.0,-2.622183741869472,0.0,0.0,0.0,0.0,-2.648212237135831,0.0,0.0,2257.31387131573,27.74714279398416,21.0,24.0,0.0,3212.8535196158714,25.772060120088423,21.0,24.0,0.0,0.0,20.72669476954679,21.0,24.0,2023-07-30 16:00:00,-0.8660254037844384,-0.5000000000000004,-2257.31387131573
2023-07-30 16:15:00, 07/30  16:30:00,79.52,7.7,242.0,0.8849400000000001,0.8849400000000001,83.38716565116893,143.87208821500087,1449.2043045113498,0.0,0.0,-793.3405697149194,0.0,770.9338771140776,0.0,28.526563470850657,0.0,1097.7811007996377,0.0,0.0,-781.1515703156016,0.0,303.22795776622775,0.0,20.69713997150225,0.0,-4.070891462070435,0.0,0.0,0.0,0.0,-4.121272890923744,0.0,0.0,793.3335309542708,28.548425361760515,21.0,24.0,0.0,781.1515703156016,28.526563470850657,21.0,24.0,0.0,0.0,20.69713997150225,21.0,24.0,2023-07-30 16:15:00,-0.8968727415326883,-0.4422886902190013,-793.3335309542708
2023-07-30 16:30:00, 07/30  16:45:00,79.79,7.7,249.0,0.8849400000000001,0.8849400000000001,82.45690008415957,137.38536129484146,1690.0379889157148,0.0,0.0,-2300.770121525067,0.0,-413.1719707008317,0.0,25.9888887398434,0.0,1673.3944256229183,0.0,0.0,-1960.438481090514,0.0,-267.48817813774593,0.0,20.659672775863392,0.0,-5.314688962570752,0.0,0.0,0.0,0.0,-5.451325051437147,0.0,0.0,2300.811511200982,28.031611157866426,21.0,24.0,0.0,1960.4384810905144,25.9888887398434,21.0,24.0,0.0,0.0,20.659672775863392,21.0,24.0,2023-07-30 16:30:00,-0.9238795325112864,-0.3826834323650903,-2300.811511200982
2023-07-30 16:45:00, 07/30  17:00:00,80.06,7.7,256.0,0.8849400000000001,0.8849400000000001,82.40656021943317,143.41534384225906,2089.045216762964,0.0,0.0,-2296.370453452485,0.0,-85.65970918395254,0.0,24.363308455589618,0.0,2651.303821943435,0.0,0.0,-2858.4774282889275,0.0,-225.43820933790093,0.0,20.61883000754281,0.0,-5.815196473066915,0.0,0.0,0.0,0.0,-5.962104555242664,0.0,0.0,2296.402054170512,28.003644566351813,21.00000000000003,24.00000000000004,0.0,2858.4774282889275,24.363308455589653,21.00000000000003,24.00000000000004,0.0,0.0,20.618830007542844,21.00000000000003,24.00000000000004,2023-07-30 16:45:00,-0.9469301294951056,-0.3214394653031618,-2296.402054170512
2023-07-30 17:00:00, 07/30  17:15:00,79.79,7.7,263.0,1.6593,1.6593,82.38155735063937,207.4778100084697,2067.5571786806067,0.0,0.0,-2294.2583320142903,0.0,-20.53608136095892,0.0,23.58884597746488,0.0,2547.82888845131,0.0,0.0,-2663.6588574978346,0.0,-154.59061955654056,0.0,20.58191199308181,0.0,-6.113410701105351,0.0,0.0,0.0,0.0,-6.3330277115241245,0.0,0.0,2294.2549836858807,27.98975408368854,21.0,24.0,0.0,2663.658857497835,23.58884597746488,21.0,24.0,0.0,0.0,20.58191199308181,21.0,24.0,2023-07-30 17:00:00,-0.965925826289068,-0.2588190451025215,-2294.2549836858807
2023-07-30 17:15:00, 07/30  17:30:00,79.52,7.7,270.0,1.6593,1.6593,81.17162755728168,207.38813496320017,2759.3465130115064,0.0,0.0,-3651.988119470718,0.0,-622.0048220968546,0.0,23.047449995748696,0.0,2477.048268549769,0.0,0.0,-2527.468926585523,0.0,-40.61854114410054,0.0,20.535821747814403,0.0,-3.07335420966296,0.0,0.0,0.0,0.0,-3.288722179538381,0.0,0.0,3652.057972367264,27.31757086515649,21.0,24.0,0.0,2527.468926585523,23.047449995748696,21.0,24.0,0.0,0.0,20.535821747814403,21.0,24.0,2023-07-30 17:15:00,-0.9807852804032304,-0.1950903220161286,-3652.057972367264
