,Date/Time,temp_amb,Environment:Site Wind Speed [m/s](TimeStep),solar,occ,LIVING_UNIT1:Space People Occupant Count [](TimeStep),temp_room,LIVING_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),heating,cooling,LIVING_UNIT1:Zone Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep) ,Time,day_sin,day_cos,phvac
2023-05-31 07:45:00, 05/31  08:00:00,73.04,0.0,608.0,2.6493,2.6493,74.88240461093905,276.3026442936961,1048.2879159155318,0.0,0.0,-1660.6026747120409,0.0,-274.2147357970305,0.0,28.04634891482633,0.0,3692.614025545194,0.0,0.0,-3784.958308513936,0.0,-95.3579951369892,0.0,19.45667787791,0.0,-3.0310179115194664,0.0,0.0,0.0,0.0,-3.506329656946024,0.0,0.0,1660.7248054241963,23.82355811718836,21.0,24.0,0.0,3784.958308513936,28.04634891482633,21.0,24.0,0.0,0.0,19.45667787791,21.0,24.0,2023-05-31 07:45:00,0.8968727415326884,-0.4422886902190011,-1660.7248054241963
2023-05-31 08:00:00, 05/31  08:15:00,74.03,0.525,629.0,1.22583,1.22583,75.5670081731697,156.36649910528803,1097.5591170157272,0.0,0.0,-572.9636750500613,0.0,549.9119641598356,0.0,28.82340795046541,0.0,4079.148956421244,0.0,0.0,-3980.430051844959,0.0,113.17092690851791,0.0,19.48355002236353,0.0,5.698883531978994,0.0,0.0,0.0,0.0,4.988927103688025,0.0,0.0,572.9446094202899,24.203893429538724,21.0,24.0,0.0,3980.430051844959,28.82340795046541,21.0,24.0,0.0,0.0,19.48355002236353,21.0,24.0,2023-05-31 08:00:00,0.8660254037844387,-0.4999999999999998,-572.9446094202899
2023-05-31 08:15:00, 05/31  08:30:00,75.02,1.05,650.0,1.22583,1.22583,76.86680534766964,151.50065190307646,718.7887824319118,0.0,0.0,0.0,0.0,827.9126598984412,0.0,29.649473674023536,0.0,4288.31163301142,0.0,0.0,-4188.229587895796,0.0,115.52880607541906,0.0,19.542859655317216,0.0,8.748874253749689,0.0,0.0,0.0,0.0,8.73571763371842,0.0,0.0,0.0,24.926002970927573,21.0,24.0,0.0,4188.229587895796,29.649473674023536,21.0,24.0,0.0,0.0,19.542859655317216,21.0,24.0,2023-05-31 08:15:00,0.8314696123025455,-0.555570233019602,0.0
2023-05-31 08:30:00, 05/31  08:45:00,76.00999999999999,1.5750000000000002,640.0,1.22583,1.22583,77.80683571096031,146.2929276204709,595.5259128429486,0.0,0.0,0.0,0.0,722.9213704528139,0.0,30.49742565901201,0.0,4508.038601295716,0.0,0.0,-4401.534684631953,0.0,129.79063947046976,0.0,19.61268841703398,0.0,11.325856097013585,0.0,0.0,0.0,0.0,11.41493380734756,0.0,0.0,0.0,25.44824206164462,21.0,24.0,0.0,4401.534684631952,30.49742565901201,21.0,24.0,0.0,0.0,19.61268841703398,21.0,24.0,2023-05-31 08:30:00,0.7933533402912354,-0.6087614290087203,0.0
2023-05-31 08:45:00, 05/31  09:00:00,77.0,2.1,630.0,1.22583,1.22583,79.4214627370661,143.752201231087,288.36071906184327,0.0,0.0,0.0,0.0,478.7619921766026,0.0,30.65647741561674,0.0,4952.617298538927,0.0,0.0,-4944.65121947585,0.0,-3.140349390412569,0.0,19.71487405838961,0.0,8.012507006792406,0.0,0.0,0.0,0.0,8.306312571925861,0.0,0.0,0.0,26.34525707614783,21.0,24.0,0.0,4944.65121947585,30.65647741561674,21.0,24.0,0.0,0.0,19.71487405838961,21.0,24.0,2023-05-31 08:45:00,0.7518398074789777,-0.6593458151000685,0.0
2023-05-31 09:00:00, 05/31  09:15:00,77.27,2.35,620.0,0.72567,0.72567,79.01587790591232,98.20744563767138,607.6598310659626,0.0,0.0,-773.366085455498,0.0,150.16165008174258,0.0,31.084188228739883,0.0,5123.426318378037,0.0,0.0,-5052.2432741952825,0.0,59.99869890931876,0.0,19.778619240993187,0.0,12.649358703524207,0.0,0.0,0.0,0.0,13.303381820582697,0.0,0.0,773.4224750471219,26.11993216995129,21.0,24.0,0.0,5052.2432741952825,31.084188228739883,21.0,24.0,0.0,0.0,19.778619240993187,21.0,24.0,2023-05-31 09:00:00,0.7071067811865476,-0.7071067811865475,-773.4224750471219
2023-05-31 09:15:00, 05/31  09:30:00,77.54,2.6,610.0,0.72567,0.72567,79.93853578925562,99.79759358401576,540.2627643678718,0.0,0.0,0.0,0.0,451.8538455176044,0.0,31.522741912887945,0.0,5197.145976721086,0.0,0.0,-5162.562888604194,0.0,38.33638007914038,0.0,19.88761615056452,0.0,7.692580081946177,0.0,0.0,0.0,0.0,8.816180556232268,0.0,0.0,0.0,26.632519882919794,21.0,24.0,0.0,5162.562888604194,31.522741912887945,21.0,24.0,0.0,0.0,19.88761615056452,21.0,24.0,2023-05-31 09:15:00,0.659345815100069,-0.7518398074789773,0.0
2023-05-31 09:30:00, 05/31  09:45:00,77.81,2.85,633.75,0.72567,0.72567,80.63447335564759,97.144845893055,444.4589791392985,0.0,0.0,0.0,0.0,526.1101315254149,0.0,31.92017790010647,0.0,5312.405776416837,0.0,0.0,-5262.5392117933325,0.0,62.01527455875293,0.0,19.951564754732765,0.0,11.315666743132788,0.0,0.0,0.0,0.0,12.350344863935902,0.0,0.0,0.0,27.019151864248656,21.0,24.0,0.0,5262.5392117933325,31.92017790010647,21.0,24.0,0.0,0.0,19.951564754732765,21.0,24.0,2023-05-31 09:30:00,0.6087614290087209,-0.793353340291235,0.0
2023-05-31 09:45:00, 05/31  10:00:00,78.08,3.1,657.5,0.72567,0.72567,81.23245279369826,95.42064401978196,427.2952694786303,0.0,0.0,0.0,0.0,451.3538765272016,0.0,32.31686626286833,0.0,5422.757179513283,0.0,0.0,-5362.327467603804,0.0,68.45098972465038,0.0,20.021356426016105,0.0,13.663917823616266,0.0,0.0,0.0,0.0,12.02491805360286,0.0,0.0,0.0,27.3513626631657,21.0,24.0,0.0,5362.327467603804,32.31686626286833,21.0,24.0,0.0,0.0,20.021356426016105,21.0,24.0,2023-05-31 09:45:00,0.5555702330196025,-0.831469612302545,0.0
2023-05-31 10:00:00, 05/31  10:15:00,78.08,3.1,681.25,0.72567,0.72567,82.3919716284222,95.5896830105148,224.73325408705267,0.0,0.0,0.0,0.0,376.14918918430817,0.0,32.77984796737603,0.0,5519.292193298177,0.0,0.0,-5478.792030474575,0.0,41.09047285396011,0.0,20.12636900912762,0.0,6.859482777457874,0.0,0.0,0.0,0.0,8.391880160460977,0.0,0.0,0.0,27.99553979356789,21.0,24.0,0.0,5478.792030474575,32.77984796737603,21.0,24.0,0.0,0.0,20.12636900912762,21.0,24.0,2023-05-31 10:00:00,0.5000000000000003,-0.8660254037844385,0.0
2023-05-31 10:15:00, 05/31  10:30:00,78.08,3.1,705.0,0.72567,0.72567,83.1419193373706,93.24653319709375,120.14466259312724,0.0,0.0,0.0,0.0,235.7360474510772,0.0,33.251656984352906,0.0,5645.968075147008,0.0,0.0,-5597.477132684238,0.0,47.40648592441487,0.0,20.196837213036503,0.0,6.122689229267319,0.0,0.0,0.0,0.0,6.100814228817196,0.0,0.0,0.0,28.41217740965033,21.0,24.0,0.0,5597.477132684239,33.251656984352906,21.0,24.0,0.0,0.0,20.196837213036503,21.0,24.0,2023-05-31 10:15:00,0.4422886902190017,-0.8968727415326881,0.0
2023-05-31 10:30:00, 05/31  10:45:00,78.08,3.1,697.0,0.72567,0.72567,82.79328439331312,91.74793361050948,382.898958420102,0.0,0.0,-880.9951266271692,0.0,-257.69518186052824,0.0,33.74072594261237,0.0,5767.570187302215,0.0,0.0,-5720.50402960648,0.0,47.48136615150917,0.0,20.262904679762524,0.0,6.091831367057079,0.0,0.0,0.0,0.0,6.032146267599694,0.0,0.0,881.0056378994583,28.218491329618395,21.0,24.0,0.0,5720.50402960648,33.74072594261237,21.0,24.0,0.0,0.0,20.262904679762524,21.0,24.0,2023-05-31 10:30:00,0.3826834323650899,-0.9238795325112868,-881.0056378994583
2023-05-31 10:45:00, 05/31  11:00:00,78.08,3.1,689.0,0.72567,0.72567,82.21841779809439,93.38384525960852,743.0218449649205,0.0,0.0,-864.4941123188505,0.0,-139.1369974917825,0.0,34.191011473768675,0.0,5876.682310593456,0.0,0.0,-5833.774828522639,0.0,43.0977683923696,0.0,20.324312665588806,0.0,5.273360869288961,0.0,0.0,0.0,0.0,5.436030249161084,0.0,0.0,864.5319420322572,27.899120998941328,21.0,24.0,0.0,5833.774828522639,34.191011473768675,21.0,24.0,0.0,0.0,20.324312665588806,21.0,24.0,2023-05-31 10:45:00,0.3214394653031617,-0.9469301294951056,-864.5319420322572
2023-05-31 11:00:00, 05/31  11:15:00,78.305,3.35,681.0,0.72567,0.72567,82.31334462081969,94.27079676777308,873.3315563591341,0.0,0.0,-867.0364351385894,0.0,75.11207250312196,0.0,34.552307722926216,0.0,5957.863378279128,0.0,0.0,-5924.660082335693,0.0,33.5777732695823,0.0,20.37837035865138,0.0,4.705175092271997,0.0,0.0,0.0,0.0,4.7908669013718725,0.0,0.0,867.0452015277226,27.951858122677603,21.0,24.0,0.0,5924.660082335694,34.552307722926216,21.0,24.0,0.0,0.0,20.37837035865138,21.0,24.0,2023-05-31 11:00:00,0.258819045102521,-0.9659258262890682,-867.0452015277226
2023-05-31 11:15:00, 05/31  11:30:00,78.53,3.6,673.0,0.72567,0.72567,82.59429560043526,93.80090728967816,856.487994587687,0.0,0.0,-874.876957019278,0.0,99.4254156769206,0.0,34.78479170236118,0.0,5998.168973344888,0.0,0.0,-5983.142188163485,0.0,22.553969405018744,0.0,20.42577164341672,0.0,4.030678322624532,0.0,0.0,0.0,0.0,4.31188893675573,0.0,0.0,874.9831484278088,28.107942000241813,21.0,24.0,0.0,5983.142188163485,34.78479170236118,21.0,24.0,0.0,0.0,20.42577164341672,21.0,24.0,2023-05-31 11:15:00,0.1950903220161286,-0.9807852804032304,-874.9831484278088
2023-05-31 11:30:00, 05/31  11:45:00,78.755,3.85,708.5,0.72567,0.72567,82.85378340091901,93.31890133816712,852.4708407878244,0.0,0.0,-882.1190655520404,0.0,91.76166255566824,0.0,34.899025755614666,0.0,6017.5646033099365,0.0,0.0,-6011.878138088915,0.0,11.075362589202864,0.0,20.46599520433693,0.0,3.3158788221007853,0.0,0.0,0.0,0.0,3.6575642061840887,0.0,0.0,882.2490982825982,28.252101889399448,21.0,24.0,0.0,6011.878138088914,34.899025755614666,21.0,24.0,0.0,0.0,20.46599520433693,21.0,24.0,2023-05-31 11:30:00,0.130526192220052,-0.9914448613738104,-882.2490982825982
2023-05-31 11:45:00, 05/31  12:00:00,78.98,4.1,744.0,0.72567,0.72567,83.08656428770925,92.73826855688758,872.951491947943,0.0,0.0,-888.6123274045488,0.0,82.26049127571201,0.0,34.94465446647342,0.0,6026.058024330251,0.0,0.0,-6023.356189624823,0.0,4.4221116719411695,0.0,20.498264451977665,0.0,2.548461131610324,0.0,0.0,0.0,0.0,2.933229334056839,0.0,0.0,888.7314791083129,28.38142460428292,21.0,24.0,0.0,6023.356189624823,34.94465446647342,21.0,24.0,0.0,0.0,20.498264451977665,21.0,24.0,2023-05-31 11:45:00,0.0654031292301435,-0.9978589232386036,-888.7314791083129
2023-05-31 12:00:00, 05/31  12:15:00,78.98,4.1,779.5,0.72567,0.72567,83.34588835972804,91.3799818240704,907.1754278032524,0.0,0.0,-895.8686464534566,0.0,91.57269121580006,0.0,34.9818907244988,0.0,6037.869087431071,0.0,0.0,-6032.7230921862965,0.0,3.607434795781647,0.0,20.525088682121,0.0,2.2662870025816204,0.0,0.0,0.0,0.0,2.437464020178899,0.0,0.0,895.9777435962895,28.52549353318224,21.0,24.0,0.0,6032.723092186296,34.9818907244988,21.0,24.0,0.0,0.0,20.525088682121,21.0,24.0,2023-05-31 12:00:00,1.2246467991473532e-16,-1.0,-895.9777435962895
2023-05-31 12:15:00, 05/31  12:30:00,78.98,4.1,815.0,0.72567,0.72567,81.92106188396957,90.79349076644068,1638.660067315801,0.0,0.0,-2565.547188293567,0.0,-723.7355174043811,0.0,35.05679243393328,0.0,6060.044570080732,0.0,0.0,-6051.564862309451,0.0,9.901589149951256,0.0,20.5458362438002,0.0,3.434998830584029,0.0,0.0,0.0,0.0,3.659036739781688,0.0,0.0,2565.9232686128294,27.733923268871987,21.0,24.0,0.0,6051.564862309451,35.05679243393328,21.0,24.0,0.0,0.0,20.5458362438002,21.0,24.0,2023-05-31 12:15:00,-0.0654031292301428,-0.9978589232386036,-2565.9232686128294
2023-05-31 12:30:00, 05/31  12:45:00,78.98,4.1,793.5,0.72567,0.72567,82.38479054560032,95.51586090842846,1693.5140275765775,0.0,0.0,-868.179807239459,0.0,163.95239499819752,0.0,35.12172165849419,0.0,6072.163554338164,0.0,0.0,-6067.898021227827,0.0,6.284379931091748,0.0,20.573774377103096,0.0,3.2652824237989613,0.0,0.0,0.0,0.0,2.5370155998259456,0.0,0.0,868.1906085514445,27.99155030311129,21.0,24.0,0.0,6067.898021227826,35.12172165849419,21.0,24.0,0.0,0.0,20.573774377103096,21.0,24.0,2023-05-31 12:30:00,-0.1305261922200513,-0.9914448613738104,-868.1906085514445
2023-05-31 12:45:00, 05/31  13:00:00,78.98,4.1,772.0,0.72567,0.72567,83.19117685357449,92.95067683829308,1328.1298492504247,0.0,0.0,-891.0610719016433,0.0,498.5506844182647,0.0,35.10659374707606,0.0,6063.496250778387,0.0,0.0,-6064.092545604694,0.0,0.529194808125679,0.0,20.60120391955506,0.0,4.387709537873723,0.0,0.0,0.0,0.0,4.56303473652986,0.0,0.0,891.072356106532,28.43954269643027,21.0,24.0,0.0,6064.092545604695,35.10659374707606,21.0,24.0,0.0,0.0,20.60120391955506,21.0,24.0,2023-05-31 12:45:00,-0.1950903220161279,-0.9807852804032304,-891.072356106532
2023-05-31 13:00:00, 05/31  13:15:00,79.47500000000001,4.625,750.5,0.72567,0.72567,83.71042683052805,91.80252712508695,1238.6015495063464,0.0,0.0,-905.7856579329476,0.0,424.81833777783913,0.0,34.956031309821334,0.0,6009.104462922975,0.0,0.0,-6026.218071799568,0.0,-18.16701269332703,0.0,20.63085619055832,0.0,5.37574739949536,0.0,0.0,0.0,0.0,5.058308017092974,0.0,0.0,905.7991045136272,28.728014905848912,21.0,24.0,0.0,6026.218071799568,34.956031309821334,21.0,24.0,0.0,0.0,20.63085619055832,21.0,24.0,2023-05-31 13:00:00,-0.2588190451025203,-0.9659258262890684,-905.7991045136272
2023-05-31 13:15:00, 05/31  13:30:00,79.97,5.15,729.0,0.72567,0.72567,83.00913451718245,91.0006515542118,1776.8222678323632,0.0,0.0,-2656.9586779368447,0.0,-503.03110263853023,0.0,34.605924036373864,0.0,5900.633386178715,0.0,0.0,-5938.147441442166,0.0,-36.87472847240859,0.0,20.677618209031703,0.0,3.4069000040182527,0.0,0.0,0.0,0.0,3.87445625634272,0.0,0.0,2657.093288032269,28.338408065101355,21.0,24.0,0.0,5938.1474414421655,34.605924036373864,21.0,24.0,0.0,0.0,20.677618209031703,21.0,24.0,2023-05-31 13:15:00,-0.3214394653031611,-0.9469301294951058,-2657.093288032269
2023-05-31 13:30:00, 05/31  13:45:00,80.465,5.675000000000001,695.75,0.72567,0.72567,81.21026972264461,94.22691871054708,3030.628960035884,0.0,0.0,-4171.637437593754,0.0,-1032.4871070035983,0.0,34.08451059782759,0.0,5748.056295894535,0.0,0.0,-5806.984184656868,0.0,-66.95841928934743,0.0,20.70873331637761,0.0,4.881085384733681,0.0,0.0,0.0,0.0,5.317465422115363,0.0,0.0,4172.249045095261,27.339038734802564,21.0,24.0,0.0,5806.984184656867,34.08451059782759,21.0,24.0,0.0,0.0,20.70873331637761,21.0,24.0,2023-05-31 13:30:00,-0.3826834323650892,-0.923879532511287,-4172.249045095261
2023-05-31 13:45:00, 05/31  14:00:00,80.96,6.2,662.5,0.72567,0.72567,83.29471459334277,99.22560711779136,1842.3437359494296,0.0,0.0,-893.4832462763065,0.0,824.5437423988492,0.0,33.43343442191123,0.0,5566.11115429064,0.0,0.0,-5643.203841966434,0.0,-93.5007864472378,0.0,20.744297071838183,0.0,5.56092936763704,0.0,0.0,0.0,0.0,5.7178295781913935,0.0,0.0,893.4796418924145,28.49706366296821,21.0,24.0,0.0,5643.203841966433,33.43343442191123,21.0,24.0,0.0,0.0,20.744297071838183,21.0,24.0,2023-05-31 13:45:00,-0.4422886902190011,-0.8968727415326884,-893.4796418924145
2023-05-31 14:00:00, 05/31  14:15:00,80.465,6.325,629.25,0.72567,0.72567,84.05072366204175,93.48281349429598,1423.780159915273,0.0,0.0,-914.911934668397,0.0,653.1644175267247,0.0,32.7056194379006,0.0,5375.336111347534,0.0,0.0,-5460.119600973092,0.0,-98.211765953571,0.0,20.781025654246783,0.0,5.44933919581532,0.0,0.0,0.0,0.0,5.7420481199409465,0.0,0.0,914.919584718358,28.917068701134298,21.0,24.0,0.0,5460.119600973092,32.7056194379006,21.0,24.0,0.0,0.0,20.781025654246783,21.0,24.0,2023-05-31 14:00:00,-0.4999999999999997,-0.8660254037844388,-914.919584718358
2023-05-31 14:15:00, 05/31  14:30:00,79.97,6.45,596.0,0.72567,0.72567,83.18057493021323,92.37022293818042,2130.020306751921,0.0,0.0,-2670.2474820263046,0.0,-349.5444305361149,0.0,31.96232152813998,0.0,5182.31236107272,0.0,0.0,-5273.14057933966,0.0,-112.15707200606388,0.0,20.81392005232308,0.0,5.304458450630469,0.0,0.0,0.0,0.0,5.575236379741105,0.0,0.0,2670.4856713766976,28.433652739007343,21.0,24.0,0.0,5273.14057933966,31.96232152813998,21.0,24.0,0.0,0.0,20.81392005232308,21.0,24.0,2023-05-31 14:15:00,-0.555570233019602,-0.8314696123025455,-2670.4856713766976
2023-05-31 14:30:00, 05/31  14:45:00,79.47500000000001,6.575,580.25,0.72567,0.72567,82.81623999348818,96.52765424046632,2644.87159452276,0.0,0.0,-2638.4639440566734,0.0,31.63118701592284,0.0,31.18445891225789,0.0,5000.120661694649,0.0,0.0,-5077.4666927688,0.0,-72.97299727581064,0.0,20.8525545123478,0.0,2.5356843557779016,0.0,0.0,0.0,0.0,2.694886582882611,0.0,0.0,2638.5814963939247,28.231244440826767,21.0,24.0,0.0,5077.4666927688,31.18445891225789,21.0,24.0,0.0,0.0,20.8525545123478,21.0,24.0,2023-05-31 14:30:00,-0.6087614290087203,-0.7933533402912354,-2638.5814963939247
2023-05-31 14:45:00, 05/31  15:00:00,78.98,6.7,564.5,0.72567,0.72567,82.9454278446409,96.32660809388666,2551.2413878854404,0.0,0.0,-2648.8389694850407,0.0,17.183146233761335,0.0,30.40485012157392,0.0,4805.073331950036,0.0,0.0,-4881.353550212194,0.0,-76.76852812809588,0.0,20.87498014397189,0.0,1.831422921549968,0.0,0.0,0.0,0.0,1.8545569619759976,0.0,0.0,2648.8689748237343,28.303015469244947,21.0,24.0,0.0,4881.353550212194,30.40485012157392,21.0,24.0,0.0,0.0,20.87498014397189,21.0,24.0,2023-05-31 14:45:00,-0.6593458151000685,-0.7518398074789777,-2648.8689748237343
2023-05-31 15:00:00, 05/31  15:15:00,78.215,6.575,548.75,0.72567,0.72567,82.974762883796,105.56646644760414,2564.646615222292,0.0,0.0,-2650.8632400383176,0.0,15.307396582341838,0.0,29.63069518006047,0.0,4610.146525061946,0.0,0.0,-4686.612341262083,0.0,-76.29115905134758,0.0,20.889965519079112,0.0,1.1280043419699124,0.0,0.0,0.0,0.0,1.1698983859522316,0.0,0.0,2650.9077432403337,28.31931271322,21.0,24.0,0.0,4686.612341262083,29.63069518006047,21.0,24.0,0.0,0.0,20.889965519079112,21.0,24.0,2023-05-31 15:00:00,-0.7071067811865471,-0.7071067811865479,-2650.9077432403337
2023-05-31 15:15:00, 05/31  15:30:00,77.45,6.45,533.0,0.72567,0.72567,83.0164690450225,105.46892238112748,2560.189910025289,0.0,0.0,-2654.049599840758,0.0,12.748596752144884,0.0,28.869863395670816,0.0,4420.076053067382,0.0,0.0,-4495.22261608633,0.0,-74.94598983341514,0.0,20.89685816082116,0.0,0.3774946514767994,0.0,0.0,0.0,0.0,0.4210069103895557,0.0,0.0,2654.084042498885,28.34248280279028,21.0,24.0,0.0,4495.222616086329,28.869863395670816,21.0,24.0,0.0,0.0,20.89685816082116,21.0,24.0,2023-05-31 15:15:00,-0.7518398074789773,-0.6593458151000691,-2654.084042498885
2023-05-31 15:30:00, 05/31  15:45:00,76.685,6.325,503.75,0.72567,0.72567,83.03240854398928,105.38760677821672,2551.674853362614,0.0,0.0,-2655.121828596165,0.0,2.7470668783412444,0.0,28.1124913730164,0.0,4229.587012719621,0.0,0.0,-4304.703205297101,0.0,-75.02808357582512,0.0,20.89560089864348,0.0,-0.3561588362093897,0.0,0.0,0.0,0.0,-0.3133625814576541,0.0,0.0,2655.150106651799,28.35133807999404,21.0,24.0,0.0,4304.703205297101,28.1124913730164,21.0,24.0,0.0,0.0,20.89560089864348,21.0,24.0,2023-05-31 15:30:00,-0.7933533402912349,-0.6087614290087209,-2655.150106651799
2023-05-31 15:45:00, 05/31  16:00:00,75.92,6.2,474.5,0.72567,0.72567,83.02473072926377,105.3700757806462,2543.4356563365304,0.0,0.0,-2654.246861341368,0.0,-4.840777398471499,0.0,27.341570887083773,0.0,4033.9294406579793,0.0,0.0,-4110.775634233065,0.0,-76.87165083071416,0.0,20.88607203670493,0.0,-1.1179068204142373,0.0,0.0,0.0,0.0,-1.0719678921051092,0.0,0.0,2654.268522078321,28.34707262736876,21.0,24.0,0.0,4110.775634233065,27.341570887083773,21.0,24.0,0.0,0.0,20.88607203670493,21.0,24.0,2023-05-31 15:45:00,-0.8314696123025448,-0.555570233019603,-2654.268522078321
2023-05-31 16:00:00, 05/31  16:15:00,75.2,6.075,445.25,0.8849400000000001,0.8849400000000001,83.06272156325372,140.58722656164252,2542.4581061730296,0.0,0.0,-2657.3492814242027,0.0,22.51280536318192,0.0,26.56788210994722,0.0,3838.953831930679,0.0,0.0,-3916.15169045748,0.0,-77.08669092551322,0.0,20.868442779034737,0.0,-1.841366303680523,0.0,0.0,0.0,0.0,-1.7968633962487777,0.0,0.0,2657.3572982128044,28.368178646252066,21.0,24.0,0.0,3916.15169045748,26.56788210994722,21.0,24.0,0.0,0.0,20.868442779034737,21.0,24.0,2023-05-31 16:00:00,-0.8660254037844384,-0.5000000000000004,-2657.3572982128044
2023-05-31 16:15:00, 05/31  16:30:00,74.48,5.95,416.0,0.8849400000000001,0.8849400000000001,83.09793424282982,140.41192641278064,2523.1388915394664,0.0,0.0,-2660.28952221689,0.0,5.884500849738952,0.0,25.81120378071659,0.0,3650.334648522807,0.0,0.0,-3725.806780519109,0.0,-75.22407455137808,0.0,20.844538845522244,0.0,-2.3333718690179204,0.0,0.0,0.0,0.0,-2.30295275117686,0.0,0.0,2660.2906771160306,28.387741246016567,21.0,24.0,0.0,3725.806780519109,25.81120378071659,21.0,24.0,0.0,0.0,20.844538845522244,21.0,24.0,2023-05-31 16:15:00,-0.8968727415326883,-0.4422886902190013,-2660.2906771160306
2023-05-31 16:30:00, 05/31  16:45:00,73.76,5.825,384.5,0.8849400000000001,0.8849400000000001,81.63556463221528,140.36606284508636,3293.5277835716765,0.0,0.0,-4226.380378807759,0.0,-780.270885612716,0.0,29.192513480253137,0.0,1316.273382882462,0.0,0.0,-915.2772601462804,0.0,395.4994848550067,0.0,20.8200621046024,0.0,-3.380710736589533,0.0,0.0,0.0,0.0,-3.4423036136246288,0.0,0.0,4226.425353330441,27.575313684564087,21.00000000000004,24.00000000000005,0.0,915.2772601462804,29.192513480253183,21.00000000000004,24.00000000000005,0.0,0.0,20.820062104602435,21.00000000000004,24.00000000000005,2023-05-31 16:30:00,-0.9238795325112864,-0.3826834323650903,-4226.425353330441
2023-05-31 16:45:00, 05/31  17:00:00,73.04,5.7,353.0,0.8849400000000001,0.8849400000000001,83.81252040064138,146.30561497814742,1895.5247830073863,0.0,0.0,-907.0054937381476,0.0,1058.8824047544197,0.0,26.46172530915506,0.0,2032.2251366402752,0.0,0.0,-2333.668559892842,0.0,-277.278953635751,0.0,20.791011716610853,0.0,-4.129797299260638,0.0,0.0,0.0,0.0,-4.247352080087896,0.0,0.0,906.9897737621292,28.78473355591188,21.0,24.0,0.0,2333.6685598928425,26.46172530915506,21.0,24.0,0.0,0.0,20.791011716610853,21.0,24.0,2023-05-31 16:45:00,-0.9469301294951056,-0.3214394653031618,-906.9897737621292
